  1,R1,TPH_R1,2163.90,-47.351,2163.90,-167.35,2163.90,72.6486,0.92238,-44.907,0.92238,-164.91,0.92238,75.0927,0,0
  1,R2,TPH_R1,7.4E-12,0,7.4E-12,0,7.4E-12,0,0.90096,-47.351,0.90096,-167.35,0.90096,72.6486,0,0
  1,R3,TPH_R1,7.2E-12,0,7.2E-12,0,7.2E-12,0,0.90096,-47.351,0.90096,-167.35,0.90096,72.6486,0,0
  1,R4,TPH_R1,3.6E-11,0,3.6E-11,0,3.6E-11,0,0.90096,-47.351,0.90096,-167.35,0.90096,72.6486,0,0
  1,R5,TPH_R1,7.9E-12,0,7.9E-12,0,7.9E-12,0,0.90096,-47.351,0.90096,-167.35,0.90096,72.6486,0,0
  1,R6,TPH_R1,1.2E-11,0,1.2E-11,0,1.2E-11,0,0.90096,-47.351,0.90096,-167.35,0.90096,72.6486,0,0
  1,RTL1,TPH_R1,6.2E-11,0,6.2E-11,0,6.2E-11,0,0.90096,-47.351,0.90096,-167.35,0.90096,72.6486,0,0
  1,RTL2,TPH_R1,0,0,0,0,0,0,0.90096,-47.351,0.90096,-167.35,0.90096,72.6486,0,0
  1,RTL3,TPH_R1,0,0,0,0,0,0,0.90096,-47.351,0.90096,-167.35,0.90096,72.6486,0,0
  1,RTL4,TPH_R1,5.5E-11,0,5.5E-11,0,5.5E-11,0,0.90096,-47.351,0.90096,-167.35,0.90096,72.6486,0,0
  13,R1,TPH_R1,2032.56,-50.734,2032.56,-170.73,2032.56,69.2662,0.91105,-43.746,0.91105,-163.75,0.91105,76.2544,0,0
  13,R2,TPH_R1,9.0E-10,0,9.0E-10,0,8.8E-10,0,0.84628,-50.734,0.84628,-170.73,0.84628,69.2662,0,0
  13,R3,TPH_R1,0,0,0,0,0,0,0.84628,-50.734,0.84628,-170.73,0.84628,69.2662,0,0
  13,R4,TPH_R1,4.7E-11,0,4.7E-11,0,4.7E-11,0,0.84628,-50.734,0.84628,-170.73,0.84628,69.2662,0,0
  13,R5,TPH_R1,0,0,0,0,0,0,0.84628,-50.734,0.84628,-170.73,0.84628,69.2662,0,0
  13,R6,TPH_R1,0,0,0,0,0,0,0.84628,-50.734,0.84628,-170.73,0.84628,69.2662,0,0
  13,RTL1,TPH_R1,1.8E-09,0,1.9E-09,0,1.8E-09,0,0.84628,-50.734,0.84628,-170.73,0.84628,69.2662,0,0
  13,RTL2,TPH_R1,0,0,0,0,0,0,0.84628,-50.734,0.84628,-170.73,0.84628,69.2662,0,0
  13,RTL3,TPH_R1,5.4E-12,0,5.4E-12,0,5.4E-12,0,0.84628,-50.734,0.84628,-170.73,0.84628,69.2662,0,0
  13,RTL4,TPH_R1,3.5E-11,0,3.5E-11,0,3.5E-11,0,0.84628,-50.734,0.84628,-170.73,0.84628,69.2662,0,0
  17,R1,TPH_R1,1740.36,-54.462,1740.36,-174.46,1740.36,65.5381,0.90740,-41.349,0.90740,-161.35,0.90740,78.6512,0,0
  17,R2,TPH_R1,5.9E-12,0,5.9E-12,0,5.9E-12,0,0.84141,-46.884,0.84141,-166.88,0.84141,73.1157,0,0
  17,R3,TPH_R1,7.2E-12,0,7.2E-12,0,7.2E-12,0,0.84141,-46.884,0.84141,-166.88,0.84141,73.1157,0,0
  17,R4,TPH_R1,4.1E-11,0,4.1E-11,0,4.1E-11,0,0.84141,-46.884,0.84141,-166.88,0.84141,73.1157,0,0
  17,R5,TPH_R1,0,0,0,0,0,0,0.84141,-46.884,0.84141,-166.88,0.84141,73.1157,0,0
  17,R6,TPH_R1,8.7E-12,0,8.7E-12,0,8.7E-12,0,0.84141,-46.884,0.84141,-166.88,0.84141,73.1157,0,0
  17,RTL1,TPH_R1,6.3E-11,0,6.3E-11,0,6.3E-11,0,0.84141,-46.884,0.84141,-166.88,0.84141,73.1157,0,0
  17,RTL2,TPH_R1,0,0,0,0,0,0,0.84141,-46.884,0.84141,-166.88,0.84141,73.1157,0,0
  17,RTL3,TPH_R1,0,0,0,0,0,0,0.84141,-46.884,0.84141,-166.88,0.84141,73.1157,0,0
